Name,ManaCost,Colors,ColorIdentity,Type,Category,CardType,IsLand,OracleText
Glacial Dragonhunt,2.0,R;U,R;U,Sorcery,"Card Draw, Discard, Removal, Sorcery",Sorcery,false,"Draw a card, then you may discard a card. When you discard a nonland card this way, Glacial Dragonhunt deals 3 damage to target creature. Harmonize {4}{U}{R} (You may cast this card from your graveyard for its harmonize cost. You may tap a creature you control to reduce that cost by {X}, where X is its power. Then exile this spell.)"
Spontaneous Generation,4.0,G,G,Sorcery,"Sorcery, Token Generation",Sorcery,false,Create a 1/1 green Saproling creature token for each card in your hand.
"Finders, Keepers",6.0,B,B,Sorcery,"Removal, Sorcery",Sorcery,false,"Destroy target creature, then assemble a Contraption. (Put the top card of your Contraption deck face up onto one of your sprockets.)"
Boneyard Aberration,5.0,B,B,Creature — Skeleton Dog,Creature,Creature,false,"When Boneyard Aberration dies, exile it. If you do, conjure three cards named Reassembling Skeleton into your graveyard."
Argivian Blacksmith,3.0,W,W,Creature — Human Artificer,"Creature, Removal",Creature,false,{T}: Prevent the next 2 damage that would be dealt to target artifact creature this turn.
Snowblind,4.0,G,G,Enchantment — Aura,Enchantment,Enchantment,false,"Enchant creature Enchanted creature gets -X/-Y. If that creature is attacking, X is the number of snow lands defending player controls. Otherwise, X is the number of snow lands its controller controls. Y is equal to X or to enchanted creature's toughness minus 1, whichever is smaller."
Maximum Overdrive,2.0,B,B,Instant,"Instant, Protection",Instant,false,Put a +1/+1 counter on target creature. It gains deathtouch and indestructible until end of turn.
Tempest Trapper,3.0,U,U,Creature — Otter Wizard,Creature,Creature,false,"{T}: Add two mana in any combination of colors. Spend this mana only to cast instant or sorcery spells. Whenever you cast your third spell each turn, exile a random card from your library. Until end of turn, you may play that card without paying its mana cost."
The Cloning of Shredder,6.0,B,B,Enchantment — Saga,"Card Draw, Enchantment, Removal, Token Generation",Enchantment,false,"(As this Saga enters and after your draw step, add a lore counter. Sacrifice after III.) I — Exile target creature card from your graveyard. Create a token that's a copy of it, except it isn't legendary and is a Mutant in addition to its other types. II, III — Create a token that's a copy of a card exiled with this Saga, except it isn't legendary and is a Mutant in addition to its other types."
Symmetry Matrix,4.0,,,Artifact,"Artifact, Card Draw",Artifact,false,"Whenever a creature you control with power equal to its toughness enters, you may pay {1}. If you do, draw a card."
Must Be Knights,2.0,R,R,Creature — Human Knight,"Creature, Removal",Creature,false,"Haste Whenever Must Be Knights attacks, if defending player controls an Enchanting Tale, Must Be Knights deals damage equal to its power to any target. (Enchanting Tales have the expansion code WOT. Other versions of them don't count.)"
Ghitu Amplifier,2.0,R,R,Creature — Human Wizard,Creature,Creature,false,"Kicker {2}{U} (You may pay an additional {2}{U} as you cast this spell.) When this creature enters, if it was kicked, return target creature an opponent controls to its owner's hand. Whenever you cast an instant or sorcery spell, this creature gets +2/+0 until end of turn."
Lackey Recycler,0.0,,,Artifact — Contraption,"Artifact, Recursion",Artifact,false,"Whenever you crank this Contraption, put target creature card from your graveyard on top of your library."
Kederekt Creeper,3.0,B;R;U,B;R;U,Creature — Horror,Creature,Creature,false,Menace (This creature can't be blocked except by two or more creatures.) Deathtouch (Any amount of damage this deals to a creature is enough to destroy it.)
Break Expectations,1.0,B,B,Sorcery,"Removal, Sorcery",Sorcery,false,"Target player reveals all cards with mana value 2 or greater in their hand. You choose a card from among those cards. Exile that card. If a card was exiled this way, that player drafts a card from Break Expectations's spellbook and reveals it."
Tawnos,0.0,,,Vanguard,Other,Vanguard,false,"You may cast artifact, creature, and enchantment spells as though they had flash."
The Wheeling Runner,4.0,R,R,Legendary Creature — Splinter Gamer,"Creature, Discard",Creature,false,"You may spend any type of mana to cast cards that didn't start in your deck. Whenever The Wheeling Runner deals combat damage to a player, you may discard your hand. If you do, choose four Vintage-legal cards at random. Add those cards to your hand. (The ""Random Card"" feature on a search site may help.) Ready to run (You can have two commanders if both have ready to run.)"
Bog Elemental,5.0,B,B,Creature — Elemental,"Creature, Protection",Creature,false,"Protection from white At the beginning of your upkeep, sacrifice this creature unless you sacrifice a land."
Orochi Sustainer,2.0,G,G,Creature — Snake Shaman,"Creature, Ramp",Creature,false,{T}: Add {G}.
Jodah's Codex,5.0,,,Artifact,"Artifact, Card Draw",Artifact,false,"Domain — {5}, {T}: Draw a card. This ability costs {1} less to activate for each basic land type among lands you control."
Faeries,0.0,,,Card,Other,Card,false,(Theme color: {U})
Snowmelt Stag,4.0,U,U,Creature — Elemental Elk,Creature,Creature,false,"Vigilance During your turn, this creature has base power and toughness 5/2. {5}{U}{U}: This creature can't be blocked this turn."
Elenda's Hierophant,3.0,W,W,Creature — Vampire Cleric,"Creature, Life Gain, Token Generation",Creature,false,"Flying Whenever you gain life, put a +1/+1 counter on this creature. When this creature dies, create X 1/1 white Vampire creature tokens with lifelink, where X is its power."
Citystalker Connoisseur,4.0,B,B,Creature — Vampire,"Creature, Discard, Token Generation",Creature,false,"Deathtouch When this creature enters, target opponent discards a nonland card with the greatest mana value among cards in their hand. Create a Blood token."
Earthbending,0.0,,,Card,Other,Card,false,Wield lands in combat (Theme color: {G})
Notorious Sliver War,0.0,,,Stickers,Protection,Stickers,false,{TK}{TK} — {5}: Creatures you control get +1/+1 until end of turn. {TK}{TK}{TK} — Protection from creatures with two or more creature types {TK}{TK} — 3/3 {TK}{TK}{TK}{TK}{TK} — 9/6
"Rotted Ones, Lay Siege",0.0,,,Scheme,Token Generation,Scheme,false,"When you set this scheme in motion, for each opponent, create a 2/2 black Zombie creature token that attacks that player each combat if able."
Agent of Kotis,2.0,U,U,Creature — Human Rogue,"Creature, Removal",Creature,false,"Renew — {3}{U}, Exile this card from your graveyard: Put two +1/+1 counters on target creature. Activate only as a sorcery."
"Spider-Slayer, Hatred Honed",2.0,,,Legendary Artifact Creature — Human Villain,"Artifact, Creature, Token Generation",Creature,false,"Whenever Spider-Slayer deals damage to a Spider, destroy that creature. {6}, Exile this card from your graveyard: Create two tapped 1/1 colorless Robot artifact creature tokens with flying."
Infestation Sage,1.0,B,B,Creature — Elf Warlock,"Creature, Token Generation",Creature,false,"When this creature dies, create a 1/1 black and green Insect creature token with flying."
Dream Beavers,1.0,B,B,Creature — Beaver Nightmare,"Creature, Life Gain",Creature,false,"Flying When this creature enters, each opponent loses 1 life and you gain 1 life. Scry 1. (Look at the top card of your library. You may put that card on the bottom.)"
Snarlfang Vermin,1.0,B,B,Creature — Rat,"Creature, Life Gain",Creature,false,"Whenever Snarlfang Vermin deals combat damage to a creature, if that creature is still on the battlefield, suspect that creature. It perpetually gains this ability. Whenever a suspected creature an opponent controls dies while Snarlfang Vermin is in your graveyard, that opponent loses 1 life."
A-Pyre-Sledge Arsonist,3.0,R,R,Creature — Lizard Shaman,"Creature, Removal",Creature,false,"{1}, {T}: Pyre-Sledge Arsonist deals X damage to any target, where X is the number of permanents you've sacrificed this turn."
"Mai, Jaded Edge",2.0,R,R,Legendary Creature — Human Noble,Creature,Creature,false,"Prowess (Whenever you cast a noncreature spell, this creature gets +1/+1 until end of turn.) Exhaust — {3}: Put a double strike counter on Mai. (Activate each exhaust ability only once.)"
Chancellor of the Annex,7.0,W,W,Creature — Phyrexian Angel,Creature,Creature,false,"You may reveal this card from your opening hand. If you do, when each opponent casts their first spell of the game, counter that spell unless that player pays {1}. Flying Whenever an opponent casts a spell, counter it unless that player pays {1}."
Flesh Burrower,2.0,G,G,Creature — Insect,Creature,Creature,false,"Deathtouch Whenever this creature attacks, another target creature you control gains deathtouch until end of turn."
The Secret Lair,0.0,,,Legendary Land — Lair,"Land, Life Gain",Land,true,"{T}: Add {C}. {T}, Say the secret word: Add one mana of any color. Scry 1. You gain 1 life."
Vislor Turlough,4.0,B,B,Legendary Creature — Rogue,"Card Draw, Creature, Life Gain",Creature,false,"Deal with the Black Guardian — When Vislor Turlough enters, you may have an opponent gain control of it. If you do, it's goaded for as long as they control it. At the beginning of your end step, draw a card, then you lose life equal to the number of cards in your hand. Doctor's companion (You can have two commanders if the other is the Doctor.)"
Ancient Imperiosaur,7.0,G,G,Creature — Dinosaur,"Creature, Protection",Creature,false,"Convoke (Your creatures can help cast this spell. Each creature you tap while casting this spell pays for {1} or one mana of that creature's color.) Trample, ward {2} This creature enters with two +1/+1 counters on it for each creature that convoked it."
Boom Scholar,3.0,G;R,G;R,Creature — Goblin Advisor,Creature,Creature,false,Exhaust abilities of other permanents you control cost {2} less to activate. Exhaust — {4}{R}{G}: Creatures and Vehicles you control gain trample until end of turn. Put two +1/+1 counters on this creature. (Activate each exhaust ability only once.)
Mirror Entity Avatar,0.0,,,Vanguard,Other,Vanguard,false,"{X}: Choose a creature type. Until end of turn, creatures you control of the chosen type have base power and toughness X/X and gain all creature types."
Gixian Recycler,2.0,,,Artifact Creature — Phyrexian Horror,"Artifact, Creature",Creature,false,"When Gixian Recycler dies or is put into your graveyard from your hand or library, conjure a card named Gixian Recycler into your graveyard. Unearth {1}{B}"
"Zimone, Infinite Analyst",3.0,G;U,G;U,Legendary Creature — Human Wizard,Creature,Creature,false,"The first spell you cast with {X} in its mana cost each turn costs {1} less to cast for each +1/+1 counter on Zimone. Whenever you cast your first spell with {X} in its mana cost each turn, put two +1/+1 counters on Zimone."
Edge Rover,1.0,G,G,Artifact Creature — Robot Scout,"Artifact, Creature, Token Generation, Tutor",Creature,false,"Reach When this creature dies, each player creates a Lander token. (It's an artifact with ""{2}, {T}, Sacrifice this token: Search your library for a basic land card, put it onto the battlefield tapped, then shuffle."")"
